2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.75888), np.float32(176.60495), np.float32(454.6058), np.float32(270.65884)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.91617), np.float32(176.70264), np.float32(454.61398), np.float32(270.77106)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.79747), np.float32(176.52454), np.float32(454.63257), np.float32(270.47885)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.79747), np.float32(176.52454), np.float32(454.63257), np.float32(270.47885)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.77643), np.float32(176.59982), np.float32(454.6624), np.float32(270.5983)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.72366), np.float32(176.5521), np.float32(454.61545), np.float32(270.7418)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.79381), np.float32(176.37314), np.float32(454.8059), np.float32(270.6158)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.79381), np.float32(176.37314), np.float32(454.8059), np.float32(270.6158)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.8237), np.float32(176.35217), np.float32(454.62564), np.float32(270.82373)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(170.12302), np.float32(176.5065), np.float32(454.65512), np.float32(270.76578)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.82642), np.float32(176.51657), np.float32(454.6941), np.float32(270.55612)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.82642), np.float32(176.51657), np.float32(454.6941), np.float32(270.55612)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.8009), np.float32(176.31241), np.float32(454.6458), np.float32(270.69772)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.98538), np.float32(176.71722), np.float32(454.65482), np.float32(270.682)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.94101), np.float32(176.61063), np.float32(454.62912), np.float32(270.61514)]",False
2024-08-02 12:25:28,Friday,table3,12,"[np.float32(169.99953), np.float32(176.5444), np.float32(454.70215), np.float32(270.71362)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.96294), np.float32(176.4419), np.float32(454.77362), np.float32(270.6801)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.96294), np.float32(176.4419), np.float32(454.77362), np.float32(270.6801)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.72919), np.float32(176.55457), np.float32(454.6454), np.float32(270.61932)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.92157), np.float32(176.3695), np.float32(454.66437), np.float32(270.661)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.92157), np.float32(176.3695), np.float32(454.66437), np.float32(270.661)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.75916), np.float32(176.5221), np.float32(454.49536), np.float32(270.72955)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.9184), np.float32(176.58069), np.float32(454.60583), np.float32(270.726)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.78285), np.float32(176.42865), np.float32(454.6261), np.float32(270.65448)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.97351), np.float32(176.48862), np.float32(454.68225), np.float32(270.7202)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.88931), np.float32(176.56409), np.float32(454.6451), np.float32(270.70422)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.88931), np.float32(176.56409), np.float32(454.6451), np.float32(270.70422)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.82321), np.float32(176.37701), np.float32(454.70004), np.float32(270.6984)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.72598), np.float32(176.59616), np.float32(454.6716), np.float32(270.78406)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.72598), np.float32(176.59616), np.float32(454.6716), np.float32(270.78406)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.87029), np.float32(176.50601), np.float32(454.63055), np.float32(270.65048)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.85745), np.float32(176.34906), np.float32(454.63565), np.float32(270.7406)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.74063), np.float32(176.561), np.float32(454.73148), np.float32(270.7476)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.7482), np.float32(176.55624), np.float32(454.64774), np.float32(270.73602)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.85187), np.float32(176.60928), np.float32(454.6809), np.float32(270.65225)]",False
2024-08-02 12:25:29,Friday,table3,12,"[np.float32(169.85187), np.float32(176.60928), np.float32(454.6809), np.float32(270.65225)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(169.90009), np.float32(176.63943), np.float32(454.7373), np.float32(270.74258)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(169.77518), np.float32(176.5188), np.float32(454.58115), np.float32(270.69446)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(169.88461), np.float32(176.5617), np.float32(454.71616), np.float32(270.72784)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(169.79364), np.float32(176.44827), np.float32(454.71704), np.float32(270.64966)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(169.90208), np.float32(176.40967), np.float32(454.60022), np.float32(270.56604)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(169.90208), np.float32(176.40967), np.float32(454.60022), np.float32(270.56604)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(169.80585), np.float32(176.42117), np.float32(454.67383), np.float32(270.5348)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(169.87683), np.float32(176.56067), np.float32(454.63257), np.float32(270.66162)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(169.76831), np.float32(176.51294), np.float32(454.64832), np.float32(270.66223)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(170.00961), np.float32(176.33932), np.float32(454.79483), np.float32(270.5982)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(170.00961), np.float32(176.33932), np.float32(454.79483), np.float32(270.5982)]",False
2024-08-02 12:25:30,Friday,table3,12,"[np.float32(170.00961), np.float32(176.33932), np.float32(454.79483), np.float32(270.5982)]",False
