67.0,2023-11-11 21:54:44.897536,2023-11-11 21:54:50.498710,5,"[443.0004, 187.1103, 534.5995, 315.9466]"
33.0,2023-11-11 21:54:50.498710,2023-11-11 21:54:50.498710,1,"[100.4201, 187.25714, 200.42017, 250.93384]"
55.0,2023-11-11 21:54:49.392645,2023-11-11 21:54:49.392645,1,"[443.37512, 187.3194, 534.5215, 315.98004]"
