73,2024-04-13 13:46:15.469175,2024-04-13 13:46:28.718629,228,80,44,336,310
67,2024-04-13 13:45:50.043044,2024-04-13 13:45:52.073612,43,442,187,534,315
73,2024-04-13 13:46:08.657602,2024-04-13 13:46:40.089354,410,270,8,458,188
73,2024-04-13 13:48:25.635463,2024-04-13 13:48:34.613410,93,286,68,499,302
39,2024-04-13 13:47:19.662566,2024-04-13 13:47:52.371238,657,194,0,271,100
39,2024-04-13 13:47:21.596657,2024-04-13 13:47:47.945397,30,450,0,542,119
39,2024-04-13 13:47:30.140274,2024-04-13 13:47:39.557631,58,356,64,456,123
26,2024-04-13 13:47:30.616094,2024-04-13 13:47:35.931854,90,277,0,422,36
67,2024-04-13 13:47:32.078426,2024-04-13 13:47:39.059013,118,319,257,449,340
73,2024-04-13 13:48:43.178927,2024-04-13 13:49:03.900538,221,247,156,533,453
