-1,2024-08-04 05:51:35.655363,2024-08-04 05:52:03.756110,172,280,345,342,446,table3
39,2024-08-04 05:28:27.184722,2024-08-04 05:31:58.459277,1106,476,118,552,272,table1
76,2024-08-04 05:49:58.581951,2024-08-04 05:52:40.508341,1183,51,211,150,278,table3
-1,2024-08-05 06:47:49.202548,2024-08-05 06:48:38.423552,56,260,253,322,316,table2
41,2024-08-04 05:52:57.677755,2024-08-04 05:54:01.747797,355,566,228,634,335,table3
-1,2024-08-04 05:27:25.051991,2024-08-04 05:28:06.724206,231,226,341,317,419,table1
64,2024-08-04 05:49:58.569208,2024-08-04 05:54:01.754332,1635,479,248,537,303,table3
73,2024-08-04 05:50:49.980671,2024-08-04 05:54:01.280674,1140,91,262,236,384,table3
-1,2024-08-05 06:40:18.919835,2024-08-05 06:43:40.445843,1222,195,362,258,410,table2
39,2024-08-04 05:28:27.164738,2024-08-04 05:30:25.476054,693,529,166,629,369,table1
73,2024-08-05 06:43:41.678225,2024-08-05 06:47:08.173481,1089,149,320,351,470,table2
41,2024-08-04 05:24:35.880448,2024-08-04 05:26:49.395041,438,266,138,344,238,table1
64,2024-08-04 05:54:17.436832,2024-08-04 05:54:34.131163,112,481,249,539,302,table3
65,2024-08-05 06:40:11.197021,2024-08-05 06:47:07.855802,2353,78,288,146,424,table2
-1,2024-08-04 05:54:18.077385,2024-08-04 05:54:34.006591,60,287,245,640,464,table3
65,2024-08-04 05:20:08.193478,2024-08-04 05:28:06.484831,2525,49,233,131,389,table1
-1,2024-08-04 05:52:08.255081,2024-08-04 05:53:04.855051,233,64,90,154,171,table3
73,2024-08-05 06:47:19.233465,2024-08-05 06:50:15.169664,656,148,320,351,471,table2
-1,2024-08-04 05:52:43.086689,2024-08-04 05:54:01.492217,397,70,79,215,182,table3
41,2024-08-04 05:25:13.675083,2024-08-04 05:28:06.819821,889,350,280,476,396,table1
-1,2024-08-04 05:52:41.520549,2024-08-04 05:54:01.466334,900,141,315,239,361,table3
