id,label,arrival_time,stay_time,count,day_of_week,x1,y1,x2,y2,x_cent,y_cent,width,height,place,is_touch
2_0,2,2024-12-23 20:31:42,30,261,Monday,487,211,623,376,555,291,135,160,home,True
9_0,9,2024-12-23 20:31:42,29,572,Monday,545,68,687,238,616,153,142,170,home,True
