id,label,arrival_time,stay_time,count,day_of_week,x1,y1,x2,y2,x_cent,y_cent,width,height,place,is_touch
5_0,5,2024-12-24 09:56:00,477,8487,Tuesday,96,109,590,485,343,297,493,377,home,True
8_6,8,2024-12-24 09:57:31,36,338,Tuesday,674,18,717,146,694,82,44,127,home,True
5_4,5,2024-12-24 10:00:42,196,487,Tuesday,148,336,366,664,267,506,206,330,home,False
5_9,5,2024-12-24 10:01:09,169,1136,Tuesday,403,244,946,652,769,460,354,377,home,True
9_5,9,2024-12-24 10:01:10,144,309,Tuesday,563,145,670,188,611,161,69,31,home,False
