2024-04-14 06:55:51.692178,table,-1,"[432.0, 56.0, 640.0, 294.0]"
2024-04-14 06:55:51.733937,table,-1,"[418.0, 69.0, 640.0, 306.0]"
2024-04-14 06:55:51.777221,table,-1,"[407.0, 84.0, 640.0, 316.0]"
2024-04-14 06:55:51.819615,table,-1,"[397.0, 94.0, 640.0, 326.0]"
2024-04-14 06:55:51.863636,table,-1,"[391.0, 90.0, 640.0, 331.0]"
2024-04-14 06:55:51.906011,table,-1,"[382.0, 86.0, 640.0, 334.0]"
2024-04-14 06:55:51.949741,table,-1,"[373.0, 84.0, 640.0, 337.0]"
2024-04-14 06:55:51.994845,table,39,"[418.48468017578125, 64.35088348388672, 515.9442749023438, 278.245361328125]"
2024-04-14 06:55:52.000146,table,-1,"[370.0, 83.0, 640.0, 340.0]"
2024-04-14 06:55:52.043394,table,39,"[414.88702392578125, 71.693603515625, 512.563232421875, 274.32440185546875]"
2024-04-14 06:55:52.048552,table,-1,"[367.0, 83.0, 640.0, 342.0]"
2024-04-14 06:55:52.093508,table,39,"[410.9873046875, 77.48724365234375, 511.844482421875, 287.69244384765625]"
2024-04-14 06:55:52.098713,table,-1,"[362.0, 82.0, 640.0, 345.0]"
2024-04-14 06:55:52.144108,table,39,"[408.5496826171875, 85.14779663085938, 507.26708984375, 291.2974548339844]"
2024-04-14 06:55:52.149265,table,-1,"[361.0, 82.0, 640.0, 353.0]"
2024-04-14 06:55:52.192410,table,39,"[409.14813232421875, 91.97661590576172, 509.09722900390625, 297.5733642578125]"
2024-04-14 06:55:52.197589,table,-1,"[362.0, 83.0, 640.0, 360.0]"
2024-04-14 06:55:52.240841,table,-1,"[368.0, 86.0, 640.0, 374.0]"
2024-04-14 06:55:52.285581,table,-1,"[375.0, 89.0, 640.0, 377.0]"
2024-04-14 06:55:52.328751,table,-1,"[382.0, 90.0, 640.0, 382.0]"
2024-04-14 06:55:52.374101,table,-1,"[391.0, 91.0, 640.0, 385.0]"
2024-04-14 06:55:52.419607,table,-1,"[397.0, 94.0, 640.0, 380.0]"
2024-04-14 06:55:52.463070,table,-1,"[404.0, 60.0, 640.0, 379.0]"
2024-04-14 06:55:52.506514,table,-1,"[416.0, 60.0, 640.0, 377.0]"
2024-04-14 06:55:52.550675,table,-1,"[420.0, 50.0, 640.0, 376.0]"
2024-04-14 06:55:52.605626,table,-1,"[425.0, 51.0, 640.0, 374.0]"
2024-04-14 06:55:52.661818,table,-1,"[426.0, 55.0, 640.0, 370.0]"
2024-04-14 06:55:52.705266,table,-1,"[429.0, 51.0, 640.0, 368.0]"
2024-04-14 06:55:52.761020,table,-1,"[431.0, 50.0, 640.0, 363.0]"
2024-04-14 06:55:52.815809,table,-1,"[434.0, 51.0, 640.0, 361.0]"
2024-04-14 06:55:52.861144,table,-1,"[438.0, 51.0, 640.0, 360.0]"
2024-04-14 06:55:52.906608,table,-1,"[446.0, 48.0, 640.0, 356.0]"
2024-04-14 06:55:52.950933,table,-1,"[448.0, 50.0, 640.0, 356.0]"
2024-04-14 06:55:53.082766,table,-1,"[447.0, 50.0, 640.0, 354.0]"
2024-04-14 06:55:53.128090,table,-1,"[445.0, 49.0, 640.0, 354.0]"
2024-04-14 06:55:53.217976,table,-1,"[445.0, 50.0, 640.0, 361.0]"
2024-04-14 06:55:53.274332,table,-1,"[444.0, 48.0, 640.0, 361.0]"
2024-04-14 06:55:53.321241,table,-1,"[445.0, 47.0, 640.0, 361.0]"
2024-04-14 06:55:53.367275,table,-1,"[445.0, 48.0, 640.0, 361.0]"
2024-04-14 06:55:53.413398,table,-1,"[445.0, 47.0, 640.0, 361.0]"
2024-04-14 06:55:53.533735,table,-1,"[440.0, 46.0, 640.0, 362.0]"
2024-04-14 06:55:53.592347,table,-1,"[549.0, 106.0, 640.0, 292.0]"
2024-04-14 06:55:53.636292,table,-1,"[446.0, 106.0, 640.0, 362.0]"
2024-04-14 06:55:53.837934,table,-1,"[487.0, 47.0, 640.0, 267.0]"
2024-04-14 06:55:53.881071,table,-1,"[490.0, 42.0, 640.0, 258.0]"
2024-04-14 06:55:53.923397,table,-1,"[495.0, 42.0, 640.0, 233.0]"
2024-04-14 06:55:53.979766,table,-1,"[498.0, 43.0, 640.0, 186.0]"
2024-04-14 06:55:54.033816,table,-1,"[510.0, 47.0, 602.0, 110.0]"
2024-04-14 06:55:57.391175,table,-1,"[0.0, 163.0, 147.0, 356.0]"
2024-04-14 06:55:57.434394,table,-1,"[0.0, 136.0, 165.0, 361.0]"
2024-04-14 06:55:57.477445,table,-1,"[0.0, 101.0, 173.0, 364.0]"
2024-04-14 06:55:57.520694,table,-1,"[0.0, 82.0, 187.0, 369.0]"
2024-04-14 06:55:57.565549,table,-1,"[0.0, 81.0, 200.0, 371.0]"
2024-04-14 06:55:57.610236,table,-1,"[0.0, 81.0, 213.0, 373.0]"
2024-04-14 06:55:57.655195,table,-1,"[0.0, 81.0, 224.0, 378.0]"
2024-04-14 06:55:58.476365,table,-1,"[0.0, 82.0, 236.0, 402.0]"
2024-04-14 06:55:58.520576,table,-1,"[0.0, 94.0, 220.0, 395.0]"
2024-04-14 06:55:58.566021,table,-1,"[0.0, 123.0, 226.0, 388.0]"
2024-04-14 06:55:58.611717,table,-1,"[0.0, 164.0, 199.0, 379.0]"
2024-04-14 06:55:59.071327,table,-1,"[478.0, 30.0, 539.0, 95.0]"
2024-04-14 06:55:59.127655,table,-1,"[460.0, 22.0, 534.0, 99.0]"
2024-04-14 06:55:59.386006,table,-1,"[346.0, 0.0, 518.0, 155.0]"
2024-04-14 06:55:59.428586,table,-1,"[330.0, 0.0, 582.0, 165.0]"
2024-04-14 06:55:59.483828,table,-1,"[318.0, 0.0, 592.0, 177.0]"
2024-04-14 06:55:59.540820,table,-1,"[314.0, 0.0, 598.0, 190.0]"
2024-04-14 06:55:59.599237,table,-1,"[310.0, 0.0, 600.0, 203.0]"
2024-04-14 06:55:59.643041,table,-1,"[308.0, 0.0, 600.0, 215.0]"
2024-04-14 06:55:59.686568,table,-1,"[301.0, 0.0, 603.0, 244.0]"
2024-04-14 06:55:59.729868,table,-1,"[295.0, 0.0, 599.0, 261.0]"
2024-04-14 06:55:59.773963,table,-1,"[288.0, 0.0, 590.0, 275.0]"
2024-04-14 06:55:59.817652,table,-1,"[279.0, 0.0, 582.0, 289.0]"
2024-04-14 06:55:59.874820,table,-1,"[266.0, 0.0, 571.0, 301.0]"
2024-04-14 06:55:59.934401,table,-1,"[256.0, 0.0, 563.0, 314.0]"
2024-04-14 06:55:59.978341,table,-1,"[250.0, 0.0, 555.0, 326.0]"
2024-04-14 06:56:00.022461,table,-1,"[242.0, 0.0, 550.0, 338.0]"
2024-04-14 06:56:00.120935,table,-1,"[482.0, 30.0, 640.0, 235.0]"
2024-04-14 06:56:00.164485,table,-1,"[322.0, 0.0, 640.0, 269.0]"
2024-04-14 06:56:00.211609,table,-1,"[335.0, 0.0, 640.0, 219.0]"
2024-04-14 06:56:00.255799,table,-1,"[343.0, 0.0, 640.0, 203.0]"
2024-04-14 06:56:00.301264,table,-1,"[344.0, 0.0, 640.0, 193.0]"
2024-04-14 06:56:00.346944,table,-1,"[351.0, 0.0, 640.0, 185.0]"
2024-04-14 06:56:00.390587,table,-1,"[357.0, 0.0, 640.0, 170.0]"
2024-04-14 06:56:00.449434,table,-1,"[365.0, 0.0, 637.0, 153.0]"
2024-04-14 06:56:00.507977,table,-1,"[374.0, 0.0, 623.0, 136.0]"
