67,2024-03-30 07:57:20.661889,2024-03-30 07:57:22.870062,44,440,189,533,317
73,2024-03-30 07:57:37.618531,2024-03-30 07:58:23.144568,687,228,20,447,214
67,2024-03-30 07:59:14.750927,2024-03-30 07:59:24.054407,118,320,258,450,340
73,2024-03-30 08:00:06.957258,2024-03-30 08:00:58.724325,324,262,91,497,378
41,2024-03-30 07:58:59.606807,2024-03-30 07:59:00.945943,7,286,0,361,91
76,2024-03-30 07:58:26.659650,2024-03-30 07:58:27.007317,5,440,0,632,209
39,2024-03-30 07:58:59.547106,2024-03-30 07:59:40.372093,756,258,0,338,103
26,2024-03-30 07:59:12.495743,2024-03-30 07:59:19.904030,90,277,0,423,36
